artist,album,albumyear,genre,bayesian,votes,rating,played
Derek Sherinian,Black Utopia,2003,"Heavy Prog-Fusion, LTE/Planet X and Influenced, Instrumental",4.05,21,4.12,62
Derek Sherinian,Molecular Heinosity,2009,"Heavy Prog-Fusion, LTE/Planet X and Influenced, Instrumental",4.11,81,4.16,236
Derek Sherinian,Planet X,1999,"Heavy Prog-Fusion, LTE/Planet X and Influenced, Instrumental",4.17,68,4.28,259
Derek Sherinian,Blood Of The Snake,2006,"Heavy Prog-Fusion, LTE/Planet X and Influenced, Instrumental, Cover Songs",4.17,94,4.25,383
Derek Sherinian,Mythology,2004,"Heavy Prog-Fusion, LTE/Planet X and Influenced, Instrumental",4.19,79,4.30,367
Derek Sherinian,Planet X,1999,"Heavy Prog-Fusion, LTE/Planet X and Influenced, Instrumental",4.22,142,4.29,262
Derek Sherinian,Black Utopia,2003,"Heavy Prog-Fusion, LTE/Planet X and Influenced, Instrumental",4.31,115,4.44,579
Deus X Machina,X,2015,"Progressive Metal, Power Metal",4.01,3,4.00,9
Deventter,Lead...On,2009,Progressive Metal,4.02,93,4.02,363
Deventter,Empty Set,2013,Progressive Metal,4.03,24,4.06,50
Devin Townsend,Infinity,1998,"Post Metal, Experimental",4.00,48,3.98,77
Devin Townsend,Accelerated Evolution,2003,"Post Metal, Experimental",4.12,86,4.19,239
Devin Townsend,Ziltoid The Omniscient,2007,"Post Metal, Experimental",4.21,204,4.26,554
Devin Townsend,Synchestra,2006,"Post Metal, Experimental",4.21,211,4.26,601
Devin Townsend,Terria,2001,"Post Metal, Experimental",4.24,186,4.30,921
Devin Townsend,Ocean Machine Biomech,1997,"Post Metal, Experimental",4.27,85,4.41,197
Devin Townsend Project,Z² - Sky Blue,2014,"Post Metal, Experimental",4.02,10,4.05,15
Devin Townsend Project,Ghost,2011,,4.03,35,4.06,54
Devin Townsend Project,The Retinal Circus (CD2),2013,"Post Metal, Experimental",4.05,10,4.20,18
Devin Townsend Project,Deconstruction,2011,"Post Metal, Experimental",4.05,83,4.08,335
Devin Townsend Project,Z² - Dark Matters - Raw,2014,"Post Metal, Experimental",4.07,3,5.00,24
Devin Townsend Project,Epicloud,2012,"Post Metal, Experimental",4.07,41,4.15,102
Devin Townsend Project,The Retinal Circus (CD1),2013,"Post Metal, Experimental",4.09,24,4.25,49
Devin Townsend Project,Ziltoid Live at the Royal Albert Hall,2015,"Post Metal, Experimental",4.10,15,4.37,33
Devin Townsend Project,Z² - Dark Matters,2014,"Post Metal, Experimental",4.10,35,4.23,59
Devin Townsend Project,Addicted,2009,"Post Metal, Experimental",4.17,118,4.24,296
Devin Townsend Project,Ki,2009,"Post Metal, Experimental",4.26,161,4.34,518
Dewa Budjana,Dawai In Paradise,2013,"Guitar Oriented Rock, Art Rock, Instrumental",3.97,8,3.69,14
Dewa Budjana,Joged Kahyangan,2013,"Guitar Oriented Rock, Art Rock, Instrumental",3.99,7,3.79,8
Dewa Budjana,Surya Namaskar,2014,"Guitar Oriented Rock, Art Rock, Instrumental",4.00,5,3.90,7
DGM,Wings Of Time,1999,"Progressive Metal, Melodic Metal, Power Metal",4.02,21,4.05,27
DGM,Dreamland,2001,"Progressive Metal, Melodic Metal, Power Metal",4.12,22,4.34,69
DGM,Misplaced,2004,"Progressive Metal, Melodic Metal, Power Metal",4.15,44,4.30,145
DGM,Momentum,2013,"Progressive Metal, Melodic Metal, Power Metal",4.16,26,4.42,60
DGM,Hidden Place,2003,"Progressive Metal, Melodic Metal, Power Metal",4.18,52,4.33,288
DGM,Different Shapes,2007,"Progressive Metal, Melodic Metal, Power Metal",4.26,71,4.42,231
DGM,FrAme,2009,"Progressive Metal, Melodic Metal, Power Metal",4.30,90,4.46,739
Diablo Swing Orchestra,Pandora's Piñata,2012,"RIO/Avant-Prog, Symphonic, Experimental, Operatic and Choral",0.00,0,0.00,0
Diablo Swing Orchestra,Songs For The Damned & Delirious,2009,"RIO/Avant-Prog, Symphonic, Experimental, Operatic and Choral",0.00,0,0.00,0
Diablo Swing Orchestra,The Butcher's Ballroom,2006,"RIO/Avant-Prog, Symphonic, Experimental, Operatic and Choral",0.00,0,0.00,0
Diabulus in Musica,Argia,2014,"Progressive Metal, Symphonic, Goth Doom, Female Fronted",3.95,21,3.79,26
Dial,Synchronized,2007,"Neo-Prog, Progressive Rock, Post Rock, Female Fronted",3.91,33,3.76,144
Dialeto,The Last Tribe,2013,Heavy Prog,4.00,12,3.92,21
Dianoya,Lidocaine,2012,"Heavy Prog, Dark",4.04,35,4.09,122
Dianoya,Obscurity Divine,2010,"Heavy Prog, Dark",4.05,46,4.10,195
Diapasão,Opus 1.,2006,"Progressive Rock, Symphonic",3.94,31,3.82,66
Different Light,The Burden of Paradise,2016,Crossover Prog,4.06,3,4.83,19
Different Strings,It's Only The Beginning,2007,"Neo-Prog, Progressive Rock",0.00,0,0.00,0
Different Strings,"The Sounds Of Silence, Pt II The Counterfeits",2015,"Neo-Prog, Progressive Rock",3.98,6,3.67,7
Digital Ruin,Listen,1997,"Progressive Metal, Queensryche and Influenced",4.00,10,3.90,60
Digital Ruin,Dwelling In The Out,2000,"Progressive Metal, Queensryche and Influenced",4.00,14,3.96,106
Dignity,Project Destiny,2008,"Power Metal, Symphonic",4.01,11,4.00,62
Dillinger Escape Plan,Calculating Infinity,1999,Hardcore Metal,0.00,0,0.00,1
Dillinger Escape Plan,Ire Works,2007,Hardcore Metal,0.00,0,0.00,3
Dillinger Escape Plan,Miss Machine,2004,Hardcore Metal,0.00,0,0.00,3
Dimaeon,Collapse Of The Anthropocene,2013,"Progressive Metal, Death Metal",4.01,1,4.00,8
Dimension Act,Manifestation of Progress,2012,Progressive Metal,3.98,33,3.92,84
Dimension X,Implications Of A Genetic Defense,2007,"Progressive Metal, Melodic Metal",3.92,44,3.81,72
Dimension X,So...This Is Earth,2005,"Progressive Metal, Melodic Metal",4.00,19,3.97,52
Discipline,Unfolded Like Staircase,1997,"Progressive Rock, Symphonic, Genesis & Influenced",3.92,57,3.83,187
Discipline,Push And Profit,1993,"Progressive Rock, Symphonic, Genesis & Influenced",3.96,58,3.91,204
Discipline,This One's For England,2013,"Progressive Rock, Symphonic, Genesis & Influenced",4.02,2,4.25,9
Discordia,Season Changes,2014,Eclectic Prog,4.00,7,3.86,8
Disillusion,Back To Times Of Splendor,2004,"Progressive Metal, Death Metal, Dark",3.97,130,3.95,393
Disillusion,Gloria,2006,"Progressive Metal, Death Metal, Dark",4.19,55,4.35,126
Disperse,Living Mirrors,2013,"Progressive Metal, Djent",4.08,29,4.19,61
Disperse,Journey Through The Hidden Gardens,2010,"Progressive Metal, Djent",4.13,60,4.23,153
Distillator,Revolutionary Cells,2015,Thrash Metal,4.00,1,3.50,7
Distorted Harmony,Utopia,2012,Heavy Prog,4.07,45,4.13,131
Distorted Harmony,Chain Reaction,2014,Heavy Prog,4.16,19,4.55,52
District 97,Hybrid Child,2010,"Heavy Prog, Symphonic, Female Fronted",3.97,48,3.92,207
District 97,One More Red Night,2014,Progressive Rock,4.00,11,3.95,15
District 97,In Vaults,2015,Progressive Rock,4.08,22,4.23,35
District 97,Trouble With Machines,2012,Progressive Rock,4.10,59,4.17,175
Divided Multitude,Inner Self,1999,Progressive Metal,3.89,19,3.55,20
Divided Multitude,Feed on Your Misery,2013,Progressive Metal,3.99,13,3.88,14
Divided Multitude,Falling To Pieces,2002,Progressive Metal,4.00,3,3.67,8
Divided Multitude,Divided Multitude,2015,Progressive Metal,4.01,1,4.00,1
Divided Sky,The Subtle Art of Failure,2006,Progressive Metal,4.02,44,4.03,136
Divine Ascension,Liberator,2014,"Progressive Metal, Goth Doom, Female Fronted",0.00,0,0.00,4
Divine Ascension,As The Truth Appears,,"Progressive Metal, Goth Doom, Female Fronted",4.01,20,4.00,81
Divine Ratio,Split by Unity,2012,Progressive Rock,4.09,30,4.22,81
Divine Regale,Horizons,1997,"Progressive Metal, Technical DTI, Queensryche and Influenced",3.95,17,3.76,47
Divine Regale,Ocean Mind,1997,"Progressive Metal, Technical DTI, Queensryche and Influenced",4.09,39,4.18,247
Divinity Compromised,A World Torn,2013,"Progressive Metal, Melodic Metal",4.04,4,4.38,12
Division by Zero,Independent Harmony,2010,"Progressive Metal, Dark, Death Metal, Dark",4.05,32,4.11,46
Division by Zero,Code Of Soul,2004,"Progressive Metal, Dark, Death Metal, Dark",4.15,34,4.34,74
Division by Zero,Tyranny of Therapy,2007,"Progressive Metal, Dark, Death Metal, Dark",4.23,176,4.29,668
Dixie Dregs,Full Circle,1994,"Jazz Fusion, Technical, Instrumental, Violin Oriented",4.03,34,4.06,60
Dixie Dregs,California Screamin',2000,"Jazz Fusion, Technical, Instrumental, Violin Oriented",4.09,57,4.15,158
Dixie Dregs,Dregs Of The Earth,1980,"Jazz Fusion, Technical, Instrumental, Violin Oriented",4.10,46,4.18,187
Dixie Dregs,Greatest Hits Live (King Biscuit Flower Hour Archive Series),2003,"Jazz Fusion, Technical, Instrumental, Violin Oriented",4.12,26,4.33,50
Dixie Dregs,Industry Standard,1982,"Jazz Fusion, Technical, Instrumental, Violin Oriented",4.14,59,4.25,136
Dixie Dregs,Free Fall,1977,"Jazz Fusion, Technical, Instrumental, Violin Oriented",4.16,76,4.26,269
Dixie Dregs,Unsung Heroes,1981,"Jazz Fusion, Technical, Instrumental, Violin Oriented",4.18,59,4.32,186
Dixie Dregs,Bring 'em Back Alive,1992,"Jazz Fusion, Technical, Instrumental, Violin Oriented",4.21,67,4.35,214
Dixie Dregs,Night Of The Living Dregs,1979,"Jazz Fusion, Technical, Instrumental, Violin Oriented",4.22,55,4.40,189
Dixie Dregs,What If,1978,"Jazz Fusion, Technical, Instrumental, Violin Oriented",4.26,69,4.43,331
Djam Karet,The Devouring,1997,"Eclectic Prog, Instrumental",3.94,16,3.72,49
Djam Karet,The Heavy Soul Sessions,2010,"Eclectic Prog, Instrumental",3.95,21,3.81,61
Dol Ammad,Star Tales,2004,"Eclectic Prog, Progressive Metal, Symphonic, Operatic and Choral",3.89,40,3.74,67
Domain,Stardawn,2006,"Progressive Metal, Epic, Melodic Metal",3.91,16,3.59,32
Domain,The Essence Of Glory (Best Of 1988-2005),2006,"Progressive Metal, Epic, Melodic Metal",3.97,9,3.72,31
Domain,Last Days Of Utopia,2005,"Progressive Metal, Epic, Melodic Metal",4.00,21,3.98,186
Dominici,O3 A Trilogy - Part 3,2008,"Progressive Metal, Technical DTI",4.25,160,4.32,364
Dominici,O3 A Trilogy - Part 2,2007,"Progressive Metal, Technical DTI",4.42,222,4.50,940
Doug Notter,Terra Incognita.,2004,"Guitar Oriented Rock, Instrumental",3.96,14,3.75,26
Downes Braide Association,Suburban Ghosts,2015,Crossover Prog,0.00,0,0.00,5
Dreadnaught,The American Standard,2001,Eclectic Prog,4.02,2,4.25,10
Dreadnought,Bridging Realms,2015,"Progressive Rock, Eclectic Prog, Female Fronted, Flute Oriented,  Doom Metal",4.00,7,3.93,12
Dream Aria,In The Wake,2005,"Neo-Prog, Progressive Rock, Female Fronted",3.97,9,3.72,86
Dream the Electric Sleep,Heretics,2014,Progressive Rock,3.97,11,3.77,22
Dream Theater,The Astonishing,2016,"Progressive Metal, Technical DTI",3.95,7,3.50,17
Dream Theater,Cleaning Out The Closet,1999,"Progressive Metal, Technical DTI",4.02,75,4.03,289
Dream Theater,Chaos In Motion (Disc 2),2008,"Progressive Metal, Technical DTI",4.13,27,4.33,38
Dream Theater,Black Clouds & Silver Linings (Disc 3) (Bonus Disc): Black Clouds & Silver Linings (Instrumental Mixes),2009,"Progressive Metal, Technical DTI",4.13,32,4.31,25
Dream Theater,Dream Theater,2013,"Progressive Metal, Technical DTI",4.15,75,4.23,268
Dream Theater,Once In A Livetime (Disc 1),1998,"Progressive Metal, Technical DTI",4.17,28,4.45,66
Dream Theater,Through Her Eyes (Single),2000,"Progressive Metal, Technical DTI",4.18,38,4.39,60
Dream Theater,A Sort Of Homecoming - DTIFC CD 2004,2004,"Progressive Metal, Technical DTI",4.21,76,4.33,182
Dream Theater,Dark Side Of The Moon (Official Bootleg),2006,"Progressive Metal, Technical DTI, Cover Songs",4.21,63,4.36,125
Dream Theater,Live At The Marquee,1993,"Progressive Metal, Technical DTI",4.22,49,4.43,89
Dream Theater,Live Scenes From New York (Disc 1),2001,"Progressive Metal, Technical DTI",4.25,35,4.59,52
Dream Theater,Awake Demos 1994,2006,"Progressive Metal, Technical DTI",4.26,66,4.44,96
Dream Theater,Black Clouds & Silver Linings (Disc 1),2009,"Progressive Metal, Technical DTI",4.27,258,4.31,493
Dream Theater,A Dramatic Turn Of Events,2011,"Progressive Metal, Technical DTI",4.27,160,4.35,406
Dream Theater,When Dream And Day Unite,1989,"Progressive Metal, Technical DTI",4.28,185,4.35,472
Dream Theater,Chaos In Motion (Disc 3),2008,"Progressive Metal, Technical DTI",4.28,79,4.44,59
Dream Theater,Live Scenes From New York (Disc 2),2001,"Progressive Metal, Technical DTI",4.28,103,4.41,143
Dream Theater,Chaos In Motion (Disc 1),2008,"Progressive Metal, Technical DTI",4.31,33,4.76,48
Dream Theater,Greatest Hit (...And 21 Other Pretty Cool Songs),2008,"Progressive Metal, Technical DTI",4.35,84,4.55,122
Dream Theater,Score - 20th Anniversary World Tour (CD2),2006,"Progressive Metal, Technical DTI",4.37,54,4.70,55
Dream Theater,Black Clouds & Silver Linings (Disc 2) (Bonus Disc): Uncovered 2008/2009,2009,"Progressive Metal, Technical DTI",4.38,142,4.50,258
Dream Theater,Once In A Livetime (Disc 2),1998,"Progressive Metal, Technical DTI",4.39,71,4.65,141
Dream Theater,Live At Budokan (Disc 1),2004,"Progressive Metal, Technical DTI",4.39,96,4.59,134
Dream Theater,Score - 20th Anniversary World Tour (CD1),2006,"Progressive Metal, Technical DTI",4.40,107,4.57,184
Dream Theater,Live At Budokan (Disc 3),2004,"Progressive Metal, Technical DTI",4.40,55,4.75,90
Dream Theater,Octavarium,2005,"Progressive Metal, Technical DTI",4.42,324,4.48,1044
Dream Theater,Systematic Chaos,2007,"Progressive Metal, Technical DTI",4.44,349,4.50,714
Dream Theater,Falling Into Infinity,1997,"Progressive Metal, Technical DTI",4.44,226,4.54,580
Dream Theater,Live At Budokan (Disc 2),2004,"Progressive Metal, Technical DTI",4.45,93,4.68,197
Dream Theater,Score - 20th Anniversary World Tour (CD3),2006,"Progressive Metal, Technical DTI",4.46,71,4.77,104
Dream Theater,Live Scenes From New York (Disc 3),2001,"Progressive Metal, Technical DTI",4.50,101,4.74,121
Dream Theater,Awake,1994,"Progressive Metal, Technical DTI",4.55,289,4.65,707
Dream Theater,Six Degrees Of Inner Turbulence,2002,"Progressive Metal, Technical DTI",4.56,385,4.64,981
Dream Theater,A Change of Seasons,1995,"Progressive Metal, Technical DTI",4.57,202,4.71,502
Dream Theater,Train of Thought,2003,"Progressive Metal, Technical DTI",4.59,361,4.66,924
Dream Theater,Scenes From a Memory,1999,"Progressive Metal, Technical DTI",4.73,358,4.83,887
Dream Theater,Images And Words,1992,"Progressive Metal, Technical DTI",4.76,459,4.84,928
Dreamgrave,Presentiment,2014,"Progressive Metal, Technical, Death Metal",4.01,1,4.00,14
Dreamland,Exit 49,2009,"Progressive Metal, Power Metal, Melodic Metal",4.06,32,4.14,149
Dreamquest,Lost Horizons,2006,"Progressive Metal, Goth Doom, Female Fronted",3.90,67,3.81,200
Dreamscape,Very,1999,"Progressive Metal, Technical DTI",4.07,72,4.11,237
Dreamscape,Everlight,2012,"Progressive Metal, Technical DTI",4.10,54,4.19,164
Dreamscape,Revoiced,2005,"Progressive Metal, Technical DTI",4.21,39,4.46,233
Dreamscape,5th Season,2007,"Progressive Metal, Technical DTI",4.27,117,4.38,613
Dreamscape,End Of Silence,2004,"Progressive Metal, Technical DTI",4.52,193,4.65,1158
Dreamtone,Unforeseen Reflections,2000,"Progressive Metal, Power Metal",4.00,7,3.93,44
Dreyelands,Rooms of Revelation,2010,"Progressive Metal, Melodic Metal",4.11,64,4.19,321
Driftglass,All That Remains,2014,Heavy Prog,4.01,2,4.00,12
Dropshard,Anywhere but Home,2014,Progressive Metal,3.98,5,3.60,13
Druckfarben,Druckfarben,2011,"Progressive Rock, Symphonic",3.99,57,3.97,63
Druckfarben,Second Sound,2014,"Progressive Rock, Symphonic",4.01,8,4.00,38
Dusan Jevtovic,Am I Walking Wrong?,2013,"Guitar Oriented Rock, Art Rock, Instrumental",4.01,4,4.00,11
Dwiki Dharmawan,So Far So Close,2015,Jazz Fusion,4.02,4,4.13,10
Dyed In Grey,The Forgotten Sequence,2015,"Progressive Metal, Death Metal",0.00,0,0.00,2
dyed in grey,The Abandoned Part,2013,"Progressive Metal, Death Metal",4.00,1,3.50,3
Dylan Furr,Nostalgia,2013,"Progressive Metal, Djent",4.02,2,4.25,6
Dynahead,Youniverse,2011,"Progressive Metal, Post Metal",3.94,26,3.81,90
Dynahead,Antigen,2008,"Progressive Metal, Post Metal",3.96,71,3.93,123
Dynamic Lights,Resurrection (Demo 2002),2002,"Heavy Prog, POSI",3.98,10,3.80,23
Dynamic Lights,Shape,2005,"Heavy Prog, POSI",4.14,92,4.21,398
Dystopia,Way To Unfold,2014,"Progressive Metal, Melodic Metal",4.00,2,3.75,7
Early Cross,Pathfinder,2013,Crossover Prog,3.96,14,3.75,13
EarthCry,Where The Road Leads,2012,"Progressive Metal, Power Metal",4.01,6,4.00,15
Earthless,From the Ages,2013,"Psychedelic Rock, Space Rock",4.01,4,4.00,7
Earthside,A Dream in Static,2015,"Progressive Metal, Symphonic, Neo Classical",4.14,14,4.57,22
Ebony Ark,Decoder,2004,"Progressive Metal, Female Fronted",4.02,30,4.03,172
Ebony Ark,When The City Is Quiet,2008,"Progressive Metal, Female Fronted",4.03,40,4.05,85
Echo Us,The Tide Decides,2009,"Neo-Prog, Ambient",3.93,13,3.62,17
Echo Us,II-XII; A Priori Memóriae,2014,"Neo-Prog, Ambient",3.98,5,3.60,15
Echoes,Nature | Existence,2010,"Progressive Metal, Melodic Metal",4.37,185,4.46,1191
Echoes Of Eternity,The Forgotten Goddess,2007,"Progressive Metal, Female Fronted",4.09,107,4.12,350
Echoes of Giants,At the End of Myself,2013,Crossover Prog,4.01,2,4.00,12
Echolapse,Echolapse,2013,Progressive Metal,3.96,15,3.80,27
Echolyn,Echolyn (Disc 2),2012,"Progressive Rock, Symphonic, Gentle Giant & Influenced",3.99,24,3.94,60
Echolyn,As The World,1995,"Progressive Rock, Symphonic, Gentle Giant & Influenced",4.00,66,3.99,250
Echolyn,The End Is Beautiful,2005,"Progressive Rock, Symphonic, Gentle Giant & Influenced",4.00,3,3.83,10
Echolyn,I Heard You Listening,2015,"Progressive Rock, Symphonic, Gentle Giant & Influenced",4.01,7,4.00,16
Echolyn,Cowboy Poems Free,2000,"Progressive Rock, Symphonic, Gentle Giant & Influenced",4.02,13,4.04,17
Echolyn,Suffocating the Bloom,1992,"Progressive Rock, Symphonic, Gentle Giant & Influenced",4.03,9,4.11,13
Echolyn,Mei,2002,"Progressive Rock, Symphonic, Gentle Giant & Influenced",4.04,26,4.10,57
Echolyn,2012 singles,2012,"Progressive Rock, Symphonic, Gentle Giant & Influenced",4.06,9,4.28,36
Echolyn,"Jersey Tomato, Volume 2 [live]",2003,"Progressive Rock, Symphonic, Gentle Giant & Influenced",4.06,50,4.11,86
Echolyn,Echolyn (Disc 1),2012,"Progressive Rock, Symphonic, Gentle Giant & Influenced",4.15,34,4.35,156
Echolypse,Two,2012,Progressive Metal,3.97,15,3.83,24
Echosilence,Demo 98,1998,"Progressive Metal, Female Fronted",4.11,15,4.43,50
Echosilence,Distorted Horizon,2005,"Progressive Metal, Female Fronted",4.18,82,4.27,466
Echoterra,The Law Of One,2009,"Progressive Metal, Symphonic, Goth Doom, Female Fronted",3.93,20,3.73,36
Ed Bernard,Polydactyl,2015,"Progressive Rock, Symphonic",4.04,7,4.21,10
Eddie Jobson,Zinc / The Green Album,1983,"Progressive Rock, Keyboard Oriented, Instrumental",4.16,40,4.35,100
Eden Circus,Marula,2014,Progressive Metal,4.00,1,3.50,7
Edenbridge,Shine,2004,"Progressive Metal, Symphonic, Power Metal, Female Fronted",0.00,0,0.00,15
Edenbridge,Solitaire Ltd.,2010,"Progressive Metal, Symphonic, Power Metal, Female Fronted",4.01,9,4.00,45
Edenbridge,The Grand Design,2006,"Progressive Metal, Symphonic, Power Metal, Female Fronted",4.01,6,4.00,2
Edenbridge,Shine,2004,"Progressive Metal, Symphonic, Power Metal, Female Fronted",4.02,14,4.04,15
Edenbridge,Arcana,2001,"Progressive Metal, Symphonic, Power Metal, Female Fronted",4.04,17,4.12,64
Edenbridge,The Grand Design,2006,"Progressive Metal, Symphonic, Power Metal, Female Fronted",4.06,37,4.12,145
Edenbridge,Sunrise In Eden,2000,"Progressive Metal, Symphonic, Power Metal, Female Fronted",4.07,14,4.29,44
Edenbridge,MyEarthDream,2008,"Progressive Metal, Symphonic, Power Metal, Female Fronted",4.13,50,4.25,98
Edensong,The Fruit Fallen,2008,"Progressive Rock, Symphonic",3.97,15,3.83,30
Edgend,A New Identity,2009,"Progressive Metal, Symphonic, Power Metal, Neo Classical",4.11,105,4.16,443
Edguy,Mandrake,2001,"Progressive Metal, Power Metal, Melodic Metal, Epic",3.90,46,3.77,52
Edguy,Theater Of Salvation,1999,"Progressive Metal, Power Metal, Melodic Metal, Epic",3.91,25,3.70,29
Edguy,Hellfire Club,2004,"Progressive Metal, Power Metal, Melodic Metal, Epic",3.99,28,3.95,50
Edu Falaschi,Almah,2006,"Progressive Metal, Power Metal, Guitar Oriented Metal",4.00,21,3.98,54
Edward Box,Motion Control,2013,"Guitar Oriented Rock, Instrumental",4.00,9,3.94,17
Edward Box,Moonfudge,2006,"Guitar Oriented Rock, Instrumental",4.06,35,4.11,91
Effloresce,Coma Ghosts,2012,"Progressive Metal, Female Fronted",4.06,25,4.16,40
Egg,The Polite Force,1971,"Progressive Rock, Canterbury & Influences",3.99,5,3.70,11
Eggs & Dogs,You Are,2009,"Progressive Rock, Symphonic",4.03,88,4.04,178
Eidolon,The Parallel Otherworld,2006,"Progressive Metal, Power Metal, Melodic Metal",4.00,30,3.97,62
El Tubo Elástico,El Tubo Elástico,2015,"Post Rock, Experimental, Instrumental",4.01,1,4.00,2
Eldritch,Seeds Of Rage,1995,"Progressive Metal, Power Metal, Melodic Metal",4.00,15,3.93,43
Eldritch,El Nino,1998,"Progressive Metal, Power Metal, Melodic Metal",4.03,37,4.04,47
Electric Light Orchestra,Eldorado,1974,"Crossover Prog, AOR, Neo Classical",3.81,46,3.60,107
Electric Light Orchestra,Time.,1981,"Crossover Prog, AOR, Neo Classical",3.85,38,3.64,53
